722,1,1,1,1,1
722,2,1,1,2,1
722,3,1,1,2,1
722,4,1,1,2,1
722,5,1,1,2,1
722,6,1,1,2,1
722,7,1,1,2,1
722,8,1,1,2,1
722,9,1,1,2,1
722,10,1,1,2,1
722,11,1,1,2,1
722,12,1,1,2,1
722,13,1,1,2,1
722,14,1,1,2,1
722,15,1,1,2,1
722,16,1,1,2,1
722,17,1,1,2,1
722,18,1,1,2,1
722,19,1,1,2,1
722,20,1,1,2,1
722,21,1,1,2,1
722,22,1,1,2,1
722,23,1,1,2,1
722,24,1,1,2,1
722,25,1,1,2,1
722,26,1,1,2,1
722,27,1,1,2,1
722,28,1,1,2,1
722,29,1,1,2,1
722,30,1,1,2,1
722,31,1,1,2,1
722,32,1,1,2,1
722,33,1,1,2,1
722,34,1,1,2,1
722,35,1,1,2,1
722,36,1,1,2,1
722,37,1,1,2,1
722,38,1,1,2,1
728,23,3,1,3,1
728,39,1,1,4,1
729,40,1,1,5,1
729,23,3,1,5,1
729,41,1,1,5,1
729,42,1,1,5,1
729,43,1,1,5,1
729,44,1,1,5,1
729,45,1,1,5,1
729,32,3,1,5,1
729,46,1,1,5,1
729,47,1,1,5,1
729,11,3,1,5,1
729,48,1,1,5,1
729,49,1,1,5,1
729,50,1,1,5,1
729,39,3,1,5,1
729,19,3,1,5,1
729,51,1,1,5,1
729,52,1,1,5,1
729,45,3,1,6,1
729,47,2,1,7,1
729,23,3,1,7,1
729,53,1,1,7,1
729,54,1,1,8,1
729,55,1,1,8,1
729,2,2,1,9,1
729,4,2,1,9,1
729,5,2,1,9,1
729,6,2,1,9,1
729,7,2,1,9,1
729,45,2,1,9,1
729,8,2,1,9,1
729,9,2,1,9,1
729,10,2,1,9,1
729,11,2,1,9,1
729,14,2,1,9,1
729,48,2,1,9,1
729,17,2,1,9,1
729,50,2,1,9,1
729,39,2,1,9,1
729,19,2,1,9,1
729,18,2,1,9,1
729,20,2,1,9,1
729,21,2,1,9,1
729,51,2,1,9,1
729,40,2,1,9,1
729,24,2,1,9,1
729,23,2,1,9,1
729,27,2,1,9,1
729,26,2,1,9,1
729,29,2,1,9,1
729,30,2,1,9,1
729,43,2,1,9,1
729,31,2,1,9,1
729,32,2,1,9,1
729,33,2,1,9,1
729,35,2,1,9,1
729,56,2,1,9,1
729,37,2,1,9,1
729,52,2,1,9,1
729,57,1,1,10,1
729,58,1,1,10,1
729,59,1,1,10,1
729,60,1,1,10,1
729,1,2,1,11,1
729,61,1,1,12,1
729,62,1,1,12,1
729,63,1,1,12,1
729,64,1,1,12,1
729,65,1,1,12,1
729,66,1,1,12,1
729,67,1,1,12,1
729,68,1,1,12,1
729,69,1,1,12,1
729,70,1,1,12,1
729,71,1,1,12,1
729,72,1,1,12,1
729,73,1,1,12,1
729,74,1,1,12,1
729,75,1,1,12,1
729,76,1,1,12,1
729,77,1,1,12,1
729,78,1,1,12,1
729,79,1,1,12,1
729,80,1,1,12,1
729,81,1,1,12,1
729,82,1,1,12,1
729,83,1,1,12,1
729,84,1,1,12,1
729,85,1,1,12,1
729,86,1,1,12,1
729,87,1,1,12,1
729,88,1,1,12,1
729,89,1,1,12,1
729,90,1,1,12,1
729,91,1,1,12,1
729,92,1,1,12,1
729,93,1,1,12,1
729,94,1,1,12,1
729,95,1,1,12,1
729,96,1,1,12,1
729,97,1,1,12,1
729,98,1,1,12,1
729,99,1,1,12,1
729,100,1,1,12,1
729,101,1,1,12,1
729,102,1,1,12,1
729,103,1,1,12,1
729,104,1,1,12,1
729,105,1,1,12,1
729,106,1,1,12,1
729,107,1,1,12,1
729,108,1,1,13,1
729,109,1,1,13,1
729,110,1,1,13,1
729,111,1,1,13,1
729,112,1,1,13,1
729,113,1,1,13,1
729,114,1,1,13,1
729,115,1,1,13,1
729,116,1,1,13,1
729,117,1,1,13,1
729,118,1,1,13,1
729,119,1,1,13,1
729,120,1,1,13,1
729,121,1,1,13,1
729,122,1,1,13,1
729,123,1,1,13,1
729,124,1,1,13,1
729,125,1,1,13,1
729,126,1,1,13,1
729,127,1,1,13,1
729,128,1,1,13,1
729,129,1,1,13,1
729,130,1,1,13,1
729,131,1,1,13,1
729,132,1,1,13,1
729,133,1,1,13,1
729,134,1,1,13,1
729,135,1,1,13,1
729,136,1,1,13,1
729,137,1,1,13,1
729,138,1,1,13,1
729,139,1,1,13,1
729,140,1,1,13,1
729,141,1,1,13,1
729,142,1,1,13,1
729,143,1,1,13,1
729,144,1,1,13,1
729,145,1,1,13,1
729,146,1,1,13,1
729,147,1,1,13,1
729,148,1,1,13,1
729,149,1,1,13,1
729,150,1,1,13,1
729,151,1,1,13,1
729,152,1,1,13,1
729,153,1,1,13,1
729,154,1,1,13,1
729,155,1,1,13,1
729,156,1,1,13,1
729,157,1,1,13,1
729,158,1,1,13,1
729,159,1,1,13,1
729,160,1,1,13,1
729,161,1,1,13,1
729,162,1,1,13,1
729,163,1,1,13,1
729,164,1,1,13,1
729,165,1,1,13,1
729,166,1,1,13,1
729,167,1,1,13,1
729,168,1,1,13,1
729,169,1,1,13,1
729,170,1,1,13,1
729,171,1,1,13,1
729,172,1,1,13,1
729,173,1,1,13,1
729,174,1,1,13,1
729,175,1,1,13,1
729,176,1,1,13,1
729,177,1,1,13,1
729,178,1,1,13,1
729,179,1,1,13,1
729,180,1,1,13,1
729,181,1,1,13,1
729,182,1,1,13,1
729,183,1,1,13,1
729,184,1,1,13,1
729,185,1,1,13,1
729,186,1,1,13,1
729,187,1,1,13,1
729,188,1,1,13,1
729,189,1,1,13,1
729,190,1,1,13,1
729,191,1,1,13,1
729,192,1,1,13,1
729,193,1,1,13,1
729,194,1,1,13,1
729,195,1,1,13,1
729,196,1,1,13,1
729,197,1,1,13,1
729,198,1,1,13,1
729,199,1,1,13,1
729,200,1,1,13,1
729,201,1,1,13,1
729,202,1,1,13,1
729,203,1,1,13,1
729,204,1,1,13,1
729,205,1,1,13,1
729,206,1,1,13,1
729,207,1,1,13,1
729,208,1,1,13,1
729,209,1,1,13,1
729,210,1,1,13,1
729,211,1,1,13,1
729,212,1,1,13,1
729,213,1,1,13,1
729,214,1,1,13,1
729,215,1,1,13,1
729,216,1,1,13,1
729,217,1,1,13,1
729,218,1,1,13,1
729,219,4,1,14,1
729,220,1,1,14,1
729,217,3,1,14,1
729,221,1,1,14,1
729,55,2,1,14,1
729,196,3,1,15,1
729,109,3,1,15,1
729,172,3,1,15,1
729,158,3,1,15,1
729,205,3,1,15,1
729,222,1,1,15,1
729,119,3,1,15,1
729,223,1,1,15,1
729,224,1,1,15,1
729,225,3,1,16,1
729,226,3,1,16,1
729,227,3,1,16,1
729,228,3,1,16,1
729,229,3,1,16,1
729,230,3,1,16,1
729,187,3,1,17,1
729,143,3,1,17,1
729,213,3,1,17,1
729,150,3,1,17,1
729,231,3,1,18,1
729,213,3,1,18,1
729,228,3,1,18,1
729,232,1,1,18,1
730,226,3,1,19,1
730,233,3,1,19,1
730,234,3,1,19,1
730,227,3,1,19,1
730,230,3,1,19,1
730,235,3,1,19,1
730,141,2,1,20,1
730,236,1,1,20,1
730,213,2,1,20,1
730,177,2,1,20,1
730,237,1,1,20,1
730,238,1,1,20,1
730,108,2,1,21,1
730,197,2,1,21,1
730,110,2,1,21,1
730,239,1,1,21,1
730,220,3,1,21,1
730,114,2,1,21,1
730,240,1,1,21,1
